Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
32625,,2.1,Masters,,N/A,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32626,,2.8,Bachelors,,F,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32627,,2.9,Phd,,F,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32628,,3.5,Phd,,M,1,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32629,,2.6,Phd,,N/A,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32630,,3.4,Bachelors,,M,N/A,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32631,,2.8,Bachelors,,M,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32632,,3.6,Masters,,F,N/A,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32633,,2.7,Phd,,M,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32634,,2.6,Masters,,F,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32635,,3.3,Masters,,N/A,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32636,,2.0,Masters,,N/A,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32637,,3.6,Bachelors,,N/A,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32638,,4.0,Phd,,M,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32639,,3.6,Bachelors,,M,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32640,,3.9,Masters,,F,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32641,,3.0,Masters,,F,1,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32642,,2.5,Masters,,F,1,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32643,,2.0,Bachelors,,N/A,1,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32644,,3.7,Masters,,N/A,0,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32645,,2.1,Bachelors,,N/A,N/A,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32646,,2.4,Phd,,N/A,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32647,,3.3,Bachelors,,M,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32648,,2.8,Bachelors,,F,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32649,,2.6,Phd,,N/A,0,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32650,,3.3,Phd,,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32651,,4.0,Phd,,M,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32652,,2.3,Masters,,M,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32653,,3.4,Masters,,N/A,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32654,,2.6,Phd,,M,0,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32655,,3.2,Masters,,M,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32656,,3.5,Bachelors,,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32657,,2.6,Bachelors,,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32658,,3.9,Masters,,M,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32659,,2.0,Phd,,F,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32660,,3.2,Masters,,M,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32661,,4.0,Phd,,M,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32662,,3.0,Masters,,N/A,1,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32663,,4.0,Bachelors,,M,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32664,,3.8,Masters,,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32665,,2.1,Bachelors,,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32666,,3.7,Phd,,M,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32667,,3.9,Masters,,M,1,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32668,,2.3,Phd,,F,0,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32669,,2.9,Bachelors,,N/A,N/A,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32670,,2.5,Bachelors,,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32671,,3.2,Bachelors,,M,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32672,,2.3,Phd,,F,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32673,,3.0,Phd,,M,1,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32674,,2.9,Bachelors,,F,0,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32675,,2.8,Bachelors,,F,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32676,,3.5,Phd,,M,1,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32677,,3.9,Masters,,N/A,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32678,,2.0,Bachelors,,F,1,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32679,,3.7,Bachelors,,N/A,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32680,,3.6,Phd,,M,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32681,,2.7,Masters,,N/A,N/A,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32682,,3.2,Phd,,F,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32683,,3.0,Bachelors,,N/A,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32684,,3.2,Bachelors,,M,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32685,,2.8,Bachelors,,F,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32686,,2.5,Masters,,N/A,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32687,,2.4,Masters,,M,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32688,,3.1,Bachelors,,M,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32689,,3.1,Bachelors,,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32690,,3.4,Masters,,M,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32691,,3.5,Bachelors,,N/A,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32692,,2.4,Bachelors,,M,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32693,,3.0,Phd,,F,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32694,,2.0,Masters,,F,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32695,,3.2,Masters,,M,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32696,,3.4,Masters,,N/A,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32697,,2.5,Bachelors,,M,0,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32698,,4.0,Phd,,M,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32699,,3.1,Phd,,M,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32700,,4.0,Bachelors,,M,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32701,,3.6,Bachelors,,F,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32702,,3.5,Phd,,F,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32703,,3.1,Phd,,N/A,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32704,,4.0,Phd,,F,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32705,,2.4,Masters,,N/A,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32706,,3.9,Phd,,F,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32707,,3.6,Bachelors,,M,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32708,,2.9,Phd,,M,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32709,,3.3,Masters,,F,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32710,,2.0,Masters,,N/A,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32711,,2.9,Bachelors,,M,0,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32712,,2.5,Masters,,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32713,,3.9,Masters,,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32714,,3.8,Phd,,M,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32715,,3.7,Bachelors,,N/A,1,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32716,,3.6,Masters,,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32717,,3.4,Masters,,N/A,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32718,,2.7,Bachelors,,N/A,N/A,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32719,,3.2,Phd,,M,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32720,,2.1,Bachelors,,N/A,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32721,,3.0,Phd,,F,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32722,,2.9,Masters,,M,0,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32723,,3.4,Bachelors,,N/A,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32724,,2.2,Phd,,F,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32725,,3.7,Masters,,F,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32726,,2.8,Masters,,F,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32727,,2.8,Bachelors,,N/A,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32728,,3.8,Phd,,M,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32729,,2.6,Masters,,M,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32730,,4.0,Phd,,N/A,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32731,,3.8,Phd,,F,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32732,,3.7,Masters,,F,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32733,,3.4,Masters,,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32734,,2.7,Masters,,F,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32735,,2.2,Masters,,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32736,,3.0,Masters,,M,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32737,,3.1,Masters,,M,N/A,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32738,,2.7,Phd,,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32739,,2.6,Masters,,M,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32740,,3.3,Bachelors,,F,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32741,,2.9,Phd,,M,N/A,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32742,,3.3,Masters,,M,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32743,,2.3,Masters,,N/A,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32744,,3.8,Masters,,F,0,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32745,,3.0,Bachelors,,M,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32746,,3.5,Masters,,F,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32747,,3.1,Masters,,N/A,1,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32748,,3.2,Bachelors,,N/A,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32749,,2.9,Bachelors,,M,N/A,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32750,,2.0,Masters,,N/A,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32751,,2.5,Bachelors,,F,N/A,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32752,,3.5,Bachelors,,M,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32753,,3.4,Bachelors,,N/A,N/A,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32754,,3.4,Phd,,M,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32755,,2.8,Masters,,M,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32756,,3.3,Bachelors,,F,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32757,,2.9,Bachelors,,N/A,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32758,,2.9,Bachelors,,N/A,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32759,,3.6,Bachelors,,M,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32760,,3.7,Bachelors,,N/A,1,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32761,,2.8,Masters,,N/A,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32762,,2.2,Phd,,M,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32763,,3.5,Masters,,F,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32764,,3.2,Masters,,M,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32765,,2.0,Bachelors,,F,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32766,,3.5,Bachelors,,M,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32767,,3.1,Phd,,M,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32768,,3.1,Bachelors,,N/A,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32769,,3.5,Masters,,F,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32770,,3.1,Masters,,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32771,,2.7,Bachelors,,F,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32772,,2.8,Bachelors,,M,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32773,,2.1,Phd,,M,0,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32774,,2.1,Bachelors,,M,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32775,,3.7,Bachelors,,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32776,,2.5,Phd,,M,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32777,,2.0,Bachelors,,M,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32778,,3.2,Masters,,F,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32779,,2.7,Phd,,M,N/A,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32780,,2.5,Phd,,M,N/A,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32781,,3.0,Phd,,F,0,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32782,,3.8,Bachelors,,N/A,1,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32783,,2.7,Bachelors,,F,0,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32784,,2.2,Masters,,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32785,,3.5,Masters,,M,1,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32786,,2.2,Masters,,M,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32787,,3.2,Phd,,M,N/A,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32788,,3.1,Bachelors,,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32789,,2.1,Phd,,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32790,,3.8,Phd,,M,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32791,,3.5,Phd,,M,N/A,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32792,,2.2,Masters,,M,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32793,,2.4,Phd,,F,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32794,,2.9,Phd,,N/A,1,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32795,,2.8,Masters,,N/A,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32796,,3.5,Phd,,F,N/A,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32797,,2.1,Bachelors,,M,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32798,,3.1,Phd,,N/A,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32799,,2.3,Bachelors,,M,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32800,,3.8,Phd,,N/A,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32801,,3.1,Phd,,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32802,,3.8,Bachelors,,N/A,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32803,,3.7,Bachelors,,F,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32804,,3.4,Bachelors,,M,0,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32805,,2.0,Masters,,N/A,0,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32806,,2.4,Phd,,F,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32807,,2.0,Bachelors,,F,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32808,,2.8,Masters,,F,1,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32809,,3.0,Masters,,N/A,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32810,,2.9,Phd,,M,N/A,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32811,,3.8,Bachelors,,N/A,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32812,,2.9,Bachelors,,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32813,,3.2,Masters,,N/A,0,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32814,,3.3,Bachelors,,M,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32815,,3.2,Phd,,M,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32816,,3.8,Phd,,N/A,0,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32817,,2.1,Masters,,M,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32818,,3.4,Phd,,N/A,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32819,,2.6,Masters,,M,1,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32820,,2.7,Bachelors,,M,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32821,,3.2,Masters,,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32822,,2.3,Phd,,N/A,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32823,,4.0,Masters,,N/A,0,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32824,,3.3,Masters,,N/A,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32825,,3.6,Phd,,F,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32826,,3.6,Masters,,F,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32827,,3.9,Bachelors,,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32828,,3.9,Phd,,F,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32829,,2.6,Masters,,F,1,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32830,,3.3,Phd,,M,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32831,,3.3,Masters,,F,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32832,,3.7,Masters,,M,0,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32833,,2.6,Bachelors,,F,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32834,,2.6,Phd,,F,0,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32835,,3.4,Phd,,F,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32836,,2.8,Phd,,F,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32837,,2.0,Masters,,F,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32838,,3.2,Phd,,N/A,N/A,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32839,,2.4,Phd,,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32840,,3.1,Masters,,N/A,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32841,,3.1,Phd,,N/A,1,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32842,,2.7,Masters,,F,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32843,,2.8,Phd,,F,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32844,,3.6,Masters,,F,1,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32845,,2.4,Phd,,M,N/A,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32846,,2.1,Phd,,M,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32847,,3.0,Phd,,F,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32848,,2.1,Bachelors,,M,N/A,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32849,,3.8,Bachelors,,F,0,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
